episode_number,episode_id,user_id,vote_key,series_name,season_number
0,7285212,5449324,7285212-5449324-29,Money Heist,2
0,7285215,5449324,7285215-5449324-3,Money Heist,2
0,7285219,5449324,7285219-5449324-3,Money Heist,2
0,7285221,5449324,7285221-5449324-29,Money Heist,2
0,7285221,5449324,7285221-5449324-3,Money Heist,2
8,7285223,5449324,7285223-5449324-3,Money Heist,2
2,7285680,5449324,7285680-5449324-3,Orange Is the New Black,7
3,7285681,5449324,7285681-5449324-3,Orange Is the New Black,7
4,7285682,5449324,7285682-5449324-3,Orange Is the New Black,7
5,7285683,5449324,7285683-5449324-3,Orange Is the New Black,7
6,7285685,5449324,7285685-5449324-3,Orange Is the New Black,7
7,7285687,5449324,7285687-5449324-3,Orange Is the New Black,7
8,7285689,5449324,7285689-5449324-3,Orange Is the New Black,7
9,7285691,5449324,7285691-5449324-3,Orange Is the New Black,7
10,7285692,5449324,7285692-5449324-3,Orange Is the New Black,7
11,7285693,5449324,7285693-5449324-3,Orange Is the New Black,7
12,7285694,5449324,7285694-5449324-3,Orange Is the New Black,7
13,7285695,5449324,7285695-5449324-3,Orange Is the New Black,7
7,7290837,5449324,7290837-5449324-3,Big Little Lies,2
7,7290837,5449324,7290837-5449324-29,Big Little Lies,2
12,7293229,5449324,7293229-5449324-29,The Handmaid's Tale,3
13,7293239,5449324,7293239-5449324-3,The Handmaid's Tale,3
1,7298039,5449324,7298039-5449324-1,Room 104,3
3,7298942,5449324,7298942-5449324-3,Why Women Kill,1
7,7298946,5449324,7298946-5449324-3,Why Women Kill,1
1,7304706,5449324,7304706-5449324-29,Dollface,1
1,7306300,5449324,7306300-5449324-29,13 Reasons Why,3
134,7307955,5449324,7307955-5449324-29,Pokémon,18
134,7307955,5449324,7307955-5449324-3,Pokémon,18
2,7309507,5449324,7309507-5449324-3,American Horror Story,9
2,7324040,5449324,7324040-5449324-1,Room 104,3
3,7324041,5449324,7324041-5449324-3,Room 104,3
4,7324042,5449324,7324042-5449324-1,Room 104,3
5,7324043,5449324,7324043-5449324-3,Room 104,3
6,7324044,5449324,7324044-5449324-1,Room 104,3
7,7324045,5449324,7324045-5449324-1,Room 104,3
2,7328134,5449324,7328134-5449324-29,13 Reasons Why,3
4,7328138,5449324,7328138-5449324-29,13 Reasons Why,3
4,7328138,5449324,7328138-5449324-3,13 Reasons Why,3
4,7328138,5449324,7328138-5449324-28,13 Reasons Why,3
5,7328142,5449324,7328142-5449324-3,13 Reasons Why,3
11,7328167,5449324,7328167-5449324-3,13 Reasons Why,3
12,7328170,5449324,7328170-5449324-3,13 Reasons Why,3
13,7328174,5449324,7328174-5449324-3,13 Reasons Why,3
3,7330237,5449324,7330237-5449324-27,Living with Yourself,1
137,7334804,5449324,7334804-5449324-3,Pokémon,18
138,7338507,5449324,7338507-5449324-3,Pokémon,18
1,7344148,5449324,7344148-5449324-29,Beautiful Loser,3
3,7346953,5449324,7346953-5449324-3,American Horror Story,9
1,7347698,5449324,7347698-5449324-3,Mental (2019),1
2,7347721,5449324,7347721-5449324-3,Mental (2019),1
3,7347722,5449324,7347722-5449324-3,Mental (2019),1
9,7352471,5449324,7352471-5449324-3,Why Women Kill,1
3,7353567,5449324,7353567-5449324-1,The Good Place,4
1,7358146,5449324,7358146-5449324-29,Skam France,5
1,7359131,5449324,7359131-5449324-29,Home Before Dark,1
140,7360719,5449324,7360719-5449324-29,Pokémon,18
1,7362761,5449324,7362761-5449324-28,Snoopy in Space,1
3,7363282,5449324,7363282-5449324-29,,1
2,7363499,5449324,7363499-5449324-28,The Simpsons,31
4,7363536,5449324,7363536-5449324-3,American Horror Story,9
5,7363539,5449324,7363539-5449324-3,American Horror Story,9
1,7363965,5449324,7363965-5449324-29,Ghostwriter (2019),1
1,7364014,5449324,7364014-5449324-29,Insatiable,2
1,7367166,5449324,7367166-5449324-3,Servant,1
141,7370818,5449324,7370818-5449324-28,Pokémon,18
142,7370819,5449324,7370819-5449324-28,Pokémon,18
1,7372590,5449324,7372590-5449324-3,The Morning Show,1
2,7372823,5449324,7372823-5449324-3,Big Mouth,3
2,7372839,5449324,7372839-5449324-29,Insatiable,2
3,7379984,5449324,7379984-5449324-27,The Simpsons,31
4,7381120,5449324,7381120-5449324-1,The Good Place,4
1,7382468,5449324,7382468-5449324-28,Atypical,3
6,7384654,5449324,7384654-5449324-3,American Horror Story,9
144,7385630,5449324,7385630-5449324-28,Pokémon,18
145,7385631,5449324,7385631-5449324-27,Pokémon,18
143,7385638,5449324,7385638-5449324-28,Pokémon,18
2,7387375,5449324,7387375-5449324-3,Servant,1
3,7387376,5449324,7387376-5449324-29,Servant,1
5,7398201,5449324,7398201-5449324-3,Baby,2
6,7398203,5449324,7398203-5449324-29,Baby,2
10,7406286,5449324,7406286-5449324-3,Why Women Kill,1
1,7406670,5449324,7406670-5449324-29,Nailed It! Holiday!,2
1,7406701,5449324,7406701-5449324-3,Magic for Humans,2
7,7417466,5449324,7417466-5449324-3,Mental (2019),1
9,7418424,5449324,7418424-5449324-3,American Horror Story,9
3,7428285,5449324,7428285-5449324-3,See,1
4,7428286,5449324,7428286-5449324-3,See,1
1,7428555,5449324,7428555-5449324-1,The Witcher,1
2,7429279,5449324,7429279-5449324-29,Ghostwriter (2019),1
3,7429283,5449324,7429283-5449324-29,Ghostwriter (2019),1
4,7429313,5449324,7429313-5449324-28,Ghostwriter (2019),1
5,7429314,5449324,7429314-5449324-28,Ghostwriter (2019),1
6,7429922,5449324,7429922-5449324-27,Ghostwriter (2019),1
7,7429925,5449324,7429925-5449324-28,Ghostwriter (2019),1
1,7442213,5449324,7442213-5449324-29,Good Girls,3
1,7458640,5449324,7458640-5449324-3,Don't F**k with Cats: Hunting an Internet Killer,1
2,7458641,5449324,7458641-5449324-3,Don't F**k with Cats: Hunting an Internet Killer,1
3,7458644,5449324,7458644-5449324-3,Don't F**k with Cats: Hunting an Internet Killer,1
1,7459568,5449324,7459568-5449324-29,AJ and the Queen,1
6,7462406,5449324,7462406-5449324-27,Servant,1
8,7462408,5449324,7462408-5449324-3,Servant,1
9,7462409,5449324,7462409-5449324-29,Servant,1
10,7462410,5449324,7462410-5449324-27,Servant,1
7,7464945,5449324,7464945-5449324-28,Pokémon,19
2,7465681,5449324,7465681-5449324-3,Nailed It! Holiday!,2
3,7465682,5449324,7465682-5449324-29,Nailed It! Holiday!,2
4,7465683,5449324,7465683-5449324-29,Nailed It! Holiday!,2
5,7465684,5449324,7465684-5449324-28,Nailed It! Holiday!,2
6,7465685,5449324,7465685-5449324-29,Nailed It! Holiday!,2
2,7479878,5449324,7479878-5449324-29,Beautiful Loser,3
3,7479879,5449324,7479879-5449324-28,Beautiful Loser,3
4,7479880,5449324,7479880-5449324-29,Beautiful Loser,3
1,7486455,5449324,7486455-5449324-3,Normal People,1
2,7486456,5449324,7486456-5449324-3,Normal People,1
1,7492549,5449324,7492549-5449324-29,Little America,1
2,7492550,5449324,7492550-5449324-3,Little America,1
10,7522566,5449324,7522566-5449324-29,Skam France,5
2,7526782,5449324,7526782-5449324-29,Skam France,6
4,7531994,5449324,7531994-5449324-3,Skam France,6
8,7531999,5449324,7531999-5449324-3,Skam France,6
1,7538172,5449324,7538172-5449324-28,True Story With,1
14,7540186,5449324,7540186-5449324-3,The Simpsons,31
1,7548042,5449324,7548042-5449324-3,Trying,1
5,7548223,5449324,7548223-5449324-1,Amazing Stories (2020),1
1,7591103,5449324,7591103-5449324-3,Killing Eve,3
15,7593008,5449324,7593008-5449324-29,The Simpsons,31
16,7593157,5449324,7593157-5449324-28,The Simpsons,31
17,7593158,5449324,7593158-5449324-3,The Simpsons,31
1,7600908,5449324,7600908-5449324-3,Amazing Stories (2020),1
2,7600911,5449324,7600911-5449324-29,Amazing Stories (2020),1
1,7635066,5449324,7635066-5449324-1,The Midnight Gospel,1
18,7644961,5449324,7644961-5449324-28,The Simpsons,31
1,7648065,5449324,7648065-5449324-3,The Circle France,1
9,7680345,5449324,7680345-5449324-3,Dead to Me,2
1,7687219,5449324,7687219-5449324-29,One of Us Is Lying,1
2,7693522,5449324,7693522-5449324-27,Trying,1
8,7694451,5449324,7694451-5449324-3,Killing Eve,3
5,7697198,5449324,7697198-5449324-27,The Haunting,2
1,7736880,5449324,7736880-5449324-3,13 Reasons Why,4
2,7739404,5449324,7739404-5449324-29,13 Reasons Why,4
3,7739406,5449324,7739406-5449324-3,13 Reasons Why,4
4,7739407,5449324,7739407-5449324-3,13 Reasons Why,4
5,7739410,5449324,7739410-5449324-3,13 Reasons Why,4
8,7739413,5449324,7739413-5449324-3,13 Reasons Why,4
9,7739414,5449324,7739414-5449324-3,13 Reasons Why,4
10,7739416,5449324,7739416-5449324-3,13 Reasons Why,4
3,7772451,5449324,7772451-5449324-29,Rita,5
4,7772452,5449324,7772452-5449324-3,Rita,5
1,7777805,5449324,7777805-5449324-3,Call My Agent!,4
2,7777806,5449324,7777806-5449324-28,Call My Agent!,4
3,7777807,5449324,7777807-5449324-29,Call My Agent!,4
4,7777808,5449324,7777808-5449324-3,Call My Agent!,4
5,7777809,5449324,7777809-5449324-29,Call My Agent!,4
1,7788664,5449324,7788664-5449324-3,Mental (2019),2
1,7827227,5449324,7827227-5449324-3,The Simpsons,32
1,7829509,5449324,7829509-5449324-3,Genera+ion,1
3,7829511,5449324,7829511-5449324-29,Genera+ion,1
2,7859510,5449324,7859510-5449324-3,The Simpsons,32
3,7891631,5449324,7891631-5449324-27,The Simpsons,32
1,7912723,5449324,7912723-5449324-29,Emily in Paris,1
1,8001870,5449324,8001870-5449324-1,Euphoria (US),0
5,8012650,5449324,8012650-5449324-3,It's a Sin,1
0,8063448,5449324,8063448-5449324-3,"Don't Do This, Don't Do That",0
2,8080664,5449324,8080664-5449324-1,Euphoria (US),0
1,8083260,5449324,8083260-5449324-29,Bonding,2
1,8083746,5449324,8083746-5449324-29,Mr. Corman,1
1,8090576,5449324,8090576-5449324-29,Disenchantment,2
2,8130238,5449324,8130238-5449324-3,Skam France,7
3,8132053,5449324,8132053-5449324-3,Skam France,7
1,8148546,5449324,8148546-5449324-3,Behind Her Eyes,1
2,8149177,5449324,8149177-5449324-3,Behind Her Eyes,1
3,8149179,5449324,8149179-5449324-3,Behind Her Eyes,1
4,8149180,5449324,8149180-5449324-3,Behind Her Eyes,1
5,8149182,5449324,8149182-5449324-3,Behind Her Eyes,1
6,8149183,5449324,8149183-5449324-3,Behind Her Eyes,1
1,8172929,5449324,8172929-5449324-3,Maldivas,1
1,8179971,5449324,8179971-5449324-29,Good Girls,4
1,8182624,5449324,8182624-5449324-3,Dr. Brain,1
3,8238176,5449324,8238176-5449324-3,The Handmaid's Tale,4
1,8259874,5449324,8259874-5449324-29,Pose,3
2,8259882,5449324,8259882-5449324-29,Pose,3
6,8259887,5449324,8259887-5449324-3,Pose,3
7,8259888,5449324,8259888-5449324-3,Pose,3
1,8275309,5449324,8275309-5449324-3,Christmas Flow,1
1,8307201,5449324,8307201-5449324-3,Sex!fy,1
2,8322940,5449324,8322940-5449324-3,Sex!fy,1
3,8322943,5449324,8322943-5449324-3,Sex!fy,1
4,8322945,5449324,8322945-5449324-3,Sex!fy,1
5,8322947,5449324,8322947-5449324-3,Sex!fy,1
6,8322949,5449324,8322949-5449324-3,Sex!fy,1
7,8322951,5449324,8322951-5449324-3,Sex!fy,1
8,8322953,5449324,8322953-5449324-3,Sex!fy,1
1,8332593,5449324,8332593-5449324-3,Squid Game,1
1,8359686,5449324,8359686-5449324-3,Only Murders in the Building,1
1,8361884,5449324,8361884-5449324-29,Love Never Lies,1
1,8393656,5449324,8393656-5449324-3,Why Women Kill,2
16,8398130,5449324,8398130-5449324-29,Good Girls,4
2,8406073,5449324,8406073-5449324-27,Mr. Corman,1
3,8406074,5449324,8406074-5449324-1,Mr. Corman,1
4,8406075,5449324,8406075-5449324-27,Mr. Corman,1
5,8406076,5449324,8406076-5449324-1,Mr. Corman,1
1,8409002,5449324,8409002-5449324-3,Skam France,10
3,8413560,5449324,8413560-5449324-29,Skam France,10
5,8413562,5449324,8413562-5449324-3,Skam France,10
6,8413563,5449324,8413563-5449324-3,Skam France,10
8,8413565,5449324,8413565-5449324-3,Skam France,10
9,8413566,5449324,8413566-5449324-3,Skam France,10
10,8413567,5449324,8413567-5449324-29,Skam France,10
9,8436142,5449324,8436142-5449324-28,Only Murders in the Building,1
10,8436143,5449324,8436143-5449324-3,Only Murders in the Building,1
1,8441562,5449324,8441562-5449324-29,Monsters at Work,1
4,8447798,5449324,8447798-5449324-28,Money Heist,3
5,8447799,5449324,8447799-5449324-3,Money Heist,3
8,8447802,5449324,8447802-5449324-3,Money Heist,3
9,8447803,5449324,8447803-5449324-3,Money Heist,3
10,8447804,5449324,8447804-5449324-3,Money Heist,3
2,8461346,5449324,8461346-5449324-3,Why Women Kill,2
3,8461347,5449324,8461347-5449324-3,Why Women Kill,2
5,8461349,5449324,8461349-5449324-3,Why Women Kill,2
1,8470728,5449324,8470728-5449324-3,American Horror Stories,1
6,8470760,5449324,8470760-5449324-3,Why Women Kill,2
7,8470761,5449324,8470761-5449324-3,Why Women Kill,2
8,8470762,5449324,8470762-5449324-3,Why Women Kill,2
9,8470763,5449324,8470763-5449324-3,Why Women Kill,2
10,8470764,5449324,8470764-5449324-3,Why Women Kill,2
5,8473795,5449324,8473795-5449324-3,American Horror Stories,1
6,8473796,5449324,8473796-5449324-27,American Horror Stories,1
7,8473797,5449324,8473797-5449324-28,American Horror Stories,1
8,8477356,5449324,8477356-5449324-3,Pose,3
8,8485077,5449324,8485077-5449324-3,The Wakos,6
1,8507456,5449324,8507456-5449324-3,Sex Education,3
2,8507458,5449324,8507458-5449324-3,Sex Education,3
3,8507460,5449324,8507460-5449324-3,Sex Education,3
1,8508272,5449324,8508272-5449324-3,DROP (2021),1
2,8525759,5449324,8525759-5449324-29,DROP (2021),1
1,8569529,5449324,8569529-5449324-3,AlRawabi School for Girls,1
3,8573353,5449324,8573353-5449324-3,American Horror Story,10
